,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,Shipping Cost,Distance,order_coords
480,PAYMENT,2,2,42.99000168,122.8399963,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Pamela,1429,Murphy,XXXXXXXXX,Home Office,PR,6982 Cinder Fawn Cape,725.0,6,Outdoors,18.2248497,-66.37051392,Africa,Cape Town,SudAfrica,1429,10/15/2016 12:55,44771,835,5.119999886,0.039999999,111824,31.98999977,0.349999994,4,127.9599991,122.8399963,42.99000168,Southern Africa,Cabo Occidental,PENDING_PAYMENT,,835,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Carolina+Panthers+Golf...,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,0,10/17/2016 12:55,Second Class,5.62,10660.084003188364,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
481,PAYMENT,6,2,138.5899963,395.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Terry,9120,Trujillo,XXXXXXXXX,Home Office,PR,5763 Green Crossing,725.0,3,Footwear,18.26249504,-66.3705368,Europe,Wiesbaden,Alemania,9120,7/22/2015 17:56,13890,191,4.0,0.01,34783,99.98999786,0.349999994,4,399.9599915,395.9599915,138.5899963,Western Europe,Hesse,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/28/2015 17:56,Second Class,4.57,7379.734724956801,"Wiesbaden, Hessen, Deutschland"
482,PAYMENT,2,2,0.0,126.6800003,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Betty,12221,Sanchez,XXXXXXXXX,Home Office,PR,5913 Easy Quail Wynd,725.0,3,Footwear,18.23684692,-66.37060547,Europe,Montpellier,Francia,12221,9/7/2015 4:22,17071,276,1.279999971,0.01,42688,31.98999977,0.0,4,127.9599991,126.6800003,0.0,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING_PAYMENT,,276,13,,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+Slide,Under Armour Women's Ignite Slide,31.98999977,0,9/9/2015 4:22,Second Class,4.58,6791.976202707018,
483,PAYMENT,2,2,141.1100006,391.9599915,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9415,Joyce,XXXXXXXXX,Home Office,PR,7910 Cotton Branch Highway,725.0,3,Footwear,18.24496269,-66.37059021,Europe,Munich,Alemania,9415,6/15/2015 5:54,11321,191,8.0,0.02,28304,99.98999786,0.360000014,4,399.9599915,391.9599915,141.1100006,Western Europe,Bavaria,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,6/17/2015 5:54,Second Class,4.51,7632.819500666875,"München, Bayern, Deutschland"
484,PAYMENT,4,2,77.05000305,227.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Gregory,10018,Rodriguez,XXXXXXXXX,Home Office,PR,1632 Green Fawn Corners,725.0,4,Apparel,18.24069786,-66.37055969,Europe,Portsmouth,Reino Unido,10018,8/4/2017 2:31,64813,365,12.0,0.050000001,162010,59.99000168,0.340000004,4,239.9600067,227.9600067,77.05000305,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/8/2017 2:31,Second Class,4.6,6724.625467776468,"Portsmouth, England, United Kingdom"
485,PAYMENT,3,2,58.45000076,201.5700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,54,Olson,XXXXXXXXX,Home Office,PR,7333 Cinder Way,725.0,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,9/8/2015 12:15,17162,365,38.38999939,0.159999996,42917,59.99000168,0.289999992,4,239.9600067,201.5700073,58.45000076,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/11/2015 12:15,Second Class,5.78,6855.0872424176505,"Eastbourne, East Sussex, England, United Kingdom"
486,PAYMENT,3,2,17.73999977,201.5700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,542,Smith,XXXXXXXXX,Home Office,PR,2991 Silent Deer Landing,725.0,4,Apparel,18.35921478,-66.07779694,Europe,Dortmund,Alemania,542,7/7/2015 5:31,12827,365,38.38999939,0.159999996,32070,59.99000168,0.090000004,4,239.9600067,201.5700073,17.73999977,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/10/2015 5:31,Second Class,5.32,7296.657173982774,"Dortmund, Nordrhein-Westfalen, Deutschland"
487,PAYMENT,2,2,-146.6000061,200.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Lawrence,724,Mclaughlin,XXXXXXXXX,Home Office,PR,7291 Shady Nectar Cape,725.0,5,Golf,18.2275734,-66.0435791,Europe,Bobigny,Francia,724,6/24/2015 5:21,11936,502,0.0,0.0,29833,50.0,-0.730000019,4,200.0,200.0,-146.6000061,Western Europe,Isla de Francia,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/26/2015 5:21,Second Class,5.39,6935.802515228779,"Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93000, France"
488,PAYMENT,3,2,54.86999893,156.7599945,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Stephen,8897,Blackburn,XXXXXXXXX,Home Office,PR,9825 Colonial Freeway,725.0,5,Golf,18.20705986,-66.37054443,Europe,Lille,Francia,8897,9/24/2017 13:08,68337,627,3.200000048,0.02,170841,39.99000168,0.349999994,4,159.9600067,156.7599945,54.86999893,Western Europe,Norte-Paso de Calais-Picardía,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/27/2017 13:08,Second Class,5.68,6794.500690545366,
489,PAYMENT,2,2,83.59999847,190.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mark,7112,Harris,XXXXXXXXX,Home Office,PR,2534 Easy Carrefour,725.0,5,Golf,18.24979973,-66.37058258,Europe,Giurgiu,Rumania,7112,10/29/2016 18:30,45746,502,10.0,0.050000001,114342,50.0,0.439999998,4,200.0,190.0,83.59999847,Eastern Europe,Giurgiu,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/31/2016 18:30,Second Class,4.03,8806.743212517174,"Giurgiu, România"
490,PAYMENT,4,2,85.05000305,189.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Gregory,10018,Rodriguez,XXXXXXXXX,Home Office,PR,1632 Green Fawn Corners,725.0,5,Golf,18.24069786,-66.37055969,Europe,Portsmouth,Reino Unido,10018,8/4/2017 2:31,64813,502,11.0,0.059999999,162011,50.0,0.449999988,4,200.0,189.0,85.05000305,Northern Europe,Inglaterra,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/8/2017 2:31,Second Class,4.09,6724.625467776468,"Portsmouth, England, United Kingdom"
491,PAYMENT,2,2,-148.8000031,186.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1086,Smith,XXXXXXXXX,Home Office,PR,1914 Iron Berry Edge,725.0,5,Golf,18.27879143,-66.37057495,Europe,Tamworth,Reino Unido,1086,7/20/2015 11:58,13736,502,14.0,0.07,34400,50.0,-0.800000012,4,200.0,186.0,-148.8000031,Northern Europe,Inglaterra,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,7/22/2015 11:58,Second Class,4.78,6708.116287251859,"Tamworth, Staffordshire, England, United Kingdom"
492,PAYMENT,3,2,-33.91999817,145.5599976,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mark,7112,Harris,XXXXXXXXX,Home Office,PR,2534 Easy Carrefour,725.0,5,Golf,18.24979973,-66.37058258,Europe,Lviv,Ucrania,7112,12/25/2016 8:26,49622,627,14.39999962,0.090000004,124032,39.99000168,-0.230000004,4,159.9600067,145.5599976,-33.91999817,Eastern Europe,Lviv,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/28/2016 8:26,Second Class,5.65,8507.395725380742,"Львів, Львівська міська громада, Львівський район, Львівська область, Україна"
493,PAYMENT,5,2,68.40000153,180.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Cynthia,2916,Nelson,XXXXXXXXX,Home Office,PR,3200 Amber Pine Vale,725.0,5,Golf,18.24411583,-66.37062836,Europe,London,Reino Unido,2916,10/11/2015 19:44,19444,502,20.0,0.100000001,48596,50.0,0.379999995,4,200.0,180.0,68.40000153,Northern Europe,Inglaterra,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/16/2015 19:44,Second Class,5.13,6800.744349424838,"London, Greater London, England, United Kingdom"
494,PAYMENT,2,2,37.11000061,127.9700012,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Hannah,11329,Smith,XXXXXXXXX,Home Office,PR,5086 Emerald Fox Farms,725.0,5,Golf,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,7/22/2017 7:16,63936,627,31.98999977,0.200000003,159827,39.99000168,0.289999992,4,159.9600067,127.9700012,37.11000061,Western Europe,Isla de Francia,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/24/2017 7:16,Second Class,5.34,6954.112187686982,"Drancy, Le Raincy, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93700, France"
495,PAYMENT,3,2,-25.48999977,84.97000122,Late delivery,1,40,Accessories,Caguas,Puerto Rico,XXXXXXXXX,Mark,7112,Harris,XXXXXXXXX,Home Office,PR,2534 Easy Carrefour,725.0,6,Outdoors,18.24979973,-66.37058258,Europe,Lviv,Ucrania,7112,12/25/2016 8:26,49622,893,14.98999977,0.150000006,124029,24.98999977,-0.300000012,4,99.95999908,84.97000122,-25.48999977,Eastern Europe,Lviv,PENDING_PAYMENT,,893,40,,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,12/28/2016 8:26,Second Class,4.51,8507.395725380742,"Львів, Львівська міська громада, Львівський район, Львівська область, Україна"
496,PAYMENT,2,2,186.1000061,395.9599915,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,11339,King,XXXXXXXXX,Home Office,PR,4210 Dewy Round,725.0,3,Footwear,18.24774361,-66.37059784,LATAM,Villa Nueva,Guatemala,11339,1/27/2017 18:23,51911,191,4.0,0.01,129710,99.98999786,0.469999999,4,399.9599915,395.9599915,186.1000061,Central America,Guatemala,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/29/2017 18:23,Second Class,5.46,2618.2836854871484,"Villa Nueva, Departamento de Guatemala, 01064, Guatemala"
497,PAYMENT,5,2,38.41999817,339.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Aaron,10166,Smith,XXXXXXXXX,Home Office,PR,8570 Hazy Forest End,725.0,3,Footwear,18.26596832,-66.37063599,LATAM,Santo Domingo,República Dominicana,10166,4/30/2017 3:21,58239,191,59.99000168,0.150000006,145723,99.98999786,0.109999999,4,399.9599915,339.9700012,38.41999817,Caribbean,Santo Domingo,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/5/2017 3:21,Second Class,4.63,367.3157381297598,"Santo Domingo Este, Santo Domingo, República Dominicana"
498,PAYMENT,4,2,131.0299988,335.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Carolyn,3091,Rodriguez,XXXXXXXXX,Home Office,PR,9885 Hazy Forest Path,725.0,3,Footwear,18.20471764,-66.37059021,LATAM,Hidalgo,México,3091,4/7/2017 8:28,56678,191,63.99000168,0.159999996,141753,99.98999786,0.389999986,4,399.9599915,335.9700012,131.0299988,Central America,Michoacán,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/11/2017 8:28,Second Class,5.47,6794.702663515287,
499,PAYMENT,3,2,93.58000183,239.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725.0,4,Apparel,18.24984551,-66.37050629,LATAM,Irapuato,México,5007,2/15/2017 14:40,53202,365,0.0,0.0,132933,59.99000168,0.389999986,4,239.9600067,239.9600067,93.58000183,Central America,Guanajuato,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/18/2017 14:40,Second Class,4.24,3675.874370056064,"Irapuato, Guanajuato, 36500, México"
500,PAYMENT,4,2,-25.5,203.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Shawn,1070,Huffman,XXXXXXXXX,Home Office,PR,3332 Heather Road,725.0,4,Apparel,18.24146652,-66.3705368,LATAM,Ixtapaluca,México,1070,5/7/2017 10:11,58738,365,35.99000168,0.150000006,147023,59.99000168,-0.129999995,4,239.9600067,203.9700012,-25.5,Central America,México,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/11/2017 10:11,Second Class,4.16,3427.1957942492136,"Ixtapaluca, Estado de México, México"
501,PAYMENT,6,2,98.76999664,201.5700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Gregory,6871,Bowman,XXXXXXXXX,Home Office,PR,4114 Lost Blossom Farms,725.0,4,Apparel,18.26157761,-66.37051392,LATAM,Zapopan,México,6871,4/1/2017 6:02,56260,365,38.38999939,0.159999996,140708,59.99000168,0.49000001,4,239.9600067,201.5700073,98.76999664,Central America,Jalisco,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/7/2017 6:02,Second Class,4.71,3887.7341266306703,"Zapopan, Jalisco, México"
502,PAYMENT,3,2,90.72000122,189.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,2339,Smith,XXXXXXXXX,Home Office,PR,403 Tawny Hills By-pass,725.0,5,Golf,18.28203011,-66.37054443,LATAM,São Paulo,Brasil,2339,3/15/2015 14:05,5042,502,11.0,0.059999999,12615,50.0,0.479999989,4,200.0,189.0,90.72000122,South America,São Paulo,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/18/2015 14:05,Second Class,5.02,5100.633591045077,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
503,PAYMENT,3,2,61.18000031,135.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725.0,5,Golf,18.24984551,-66.37050629,LATAM,Irapuato,México,5007,2/15/2017 14:40,53202,627,23.98999977,0.150000006,132934,39.99000168,0.449999988,4,159.9600067,135.9700012,61.18000031,Central America,Guanajuato,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/18/2017 14:40,Second Class,5.89,3675.874370056064,"Irapuato, Guanajuato, 36500, México"
504,PAYMENT,2,2,-115.5999985,170.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4232,Garza,XXXXXXXXX,Home Office,PR,5346 Clear Hills Way,725.0,5,Golf,18.20086861,-66.37054443,LATAM,Tegucigalpa,Honduras,4232,3/21/2017 7:37,55511,502,30.0,0.150000006,138833,50.0,-0.680000007,4,200.0,170.0,-115.5999985,Central America,Francisco Morazán,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/23/2017 7:37,Second Class,5.46,2272.2802508390487,"Tegucigalpa, Distrito Central, Francisco Morazán, Honduras"
505,PAYMENT,4,2,50.95000076,203.8000031,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,8986,Smith,XXXXXXXXX,Home Office,PR,4551 Jagged Bay,725.0,6,Outdoors,18.21183395,-66.3705368,LATAM,Mauá,Brasil,8986,3/1/2017 3:05,54128,823,4.159999847,0.02,135348,51.99000168,0.25,4,207.9600067,203.8000031,50.95000076,South America,São Paulo,PENDING_PAYMENT,,823,37,,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1x High Numbers Personalized Go,51.99000168,0,3/5/2017 3:05,Second Class,5.49,6794.094866329373,
506,PAYMENT,5,2,-69.90000153,94.45999908,Late delivery,1,40,Accessories,Caguas,Puerto Rico,XXXXXXXXX,Bruce,6491,Cruz,XXXXXXXXX,Home Office,PR,3169 Little Subdivision,725.0,6,Outdoors,18.22026825,-66.37062836,Pacific Asia,Mudanjiang,China,6491,11/7/2015 2:22,21244,885,5.5,0.059999999,53138,24.98999977,-0.74000001,4,99.95999908,94.45999908,-69.90000153,Eastern Asia,Heilongjiang,PAYMENT_REVIEW,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,11/12/2015 2:22,Second Class,5.06,12867.330287954546,"牡丹江市, 振兴街道, 东安区, 牡丹江市, 黑龙江省, 157000, 中国"
507,PAYMENT,3,2,14.13000011,227.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9114,Smith,XXXXXXXXX,Home Office,PR,1425 Fallen Fox Arbor,725.0,4,Apparel,18.2848053,-66.37059021,Pacific Asia,Ulan Bator,Mongolia,9114,11/28/2016 1:18,47752,365,12.0,0.050000001,119407,59.99000168,0.059999999,4,239.9600067,227.9600067,14.13000011,Eastern Asia,Ulán Bator,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/1/2016 1:18,Second Class,5.09,6787.904763619901,
508,PAYMENT,5,2,84.23000336,215.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5564,Smith,XXXXXXXXX,Home Office,PR,3282 Silent Autoroute,725.0,4,Apparel,18.23062706,-66.37049866,Pacific Asia,Manukau City,Nueva Zelanda,5564,4/1/2016 0:03,31239,365,24.0,0.100000001,78074,59.99000168,0.389999986,4,239.9600067,215.9600067,84.23000336,Oceania,Auckland,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/6/2016 0:03,Second Class,4.28,6792.496893417938,
509,PAYMENT,3,2,51.15999985,196.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,7955,Rios,XXXXXXXXX,Home Office,PR,9505 Broad Timber Highlands,725.0,4,Apparel,18.28871346,-66.37050629,Pacific Asia,Qom,Irán,7955,10/30/2016 3:37,45772,365,43.18999863,0.180000007,114415,59.99000168,0.25999999,4,239.9600067,196.7700043,51.15999985,South Asia,Qom,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/2/2016 3:37,Second Class,4.41,11173.249339288443,"شهر قم, بخش مرکزی قم, شهرستان قم, استان قم, ایران"
510,PAYMENT,2,2,51.90000153,153.5599976,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Sarah,5728,Montoya,XXXXXXXXX,Home Office,PR,8736 Merry Extension,725.0,5,Golf,18.23424339,-66.3706131,Pacific Asia,Melbourne,Australia,5728,12/26/2015 23:29,24661,627,6.400000095,0.039999999,61755,39.99000168,0.340000004,4,159.9600067,153.5599976,51.90000153,Oceania,Victoria,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/28/2015 23:29,Second Class,5.52,16281.97476360175,"Melbourne, City of Melbourne, Victoria, Australia"
511,PAYMENT,5,2,62.40000153,192.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Dennis,1362,Smith,XXXXXXXXX,Home Office,PR,2290 Crystal Pathway,725.0,5,Golf,18.29496765,-66.37050629,Pacific Asia,Estambul,Turquía,1362,12/31/2016 15:47,50054,502,8.0,0.039999999,125133,50.0,0.330000013,4,200.0,192.0,62.40000153,West Asia,Estambul,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/5/2017 15:47,Second Class,5.46,9130.698212619085,"İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye"
512,PAYMENT,5,2,3.799999952,151.9600067,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,9704,Mcneil,XXXXXXXXX,Home Office,PR,1358 Quiet Gate Moor,725.0,5,Golf,18.27477646,-66.37055969,Pacific Asia,Ho Chi Minh City,Vietnam,9704,12/1/2015 14:56,22924,627,8.0,0.050000001,57384,39.99000168,0.029999999,4,159.9600067,151.9600067,3.799999952,Southeast Asia,Ciudad Ho Chi Minh,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/6/2015 14:56,Second Class,5.31,16703.28934011526,"Cục Thống Kê TP.HCM, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam"
513,PAYMENT,3,2,90.72000122,189.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8485,Simmons,XXXXXXXXX,Home Office,PR,3108 Middle Wharf,725.0,5,Golf,18.29919052,-66.3705368,Pacific Asia,Rangún,Myanmar (Birmania),8485,11/16/2015 16:53,21902,502,11.0,0.059999999,54783,50.0,0.479999989,4,200.0,189.0,90.72000122,Southeast Asia,Rangún,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/19/2015 16:53,Second Class,4.55,15682.221878055385,"Yangon, ရန်ကုန်တိုင်းဒေသကြီး, မြန်မာ"
514,PAYMENT,5,2,13.11999989,131.1699982,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,11216,Morgan,XXXXXXXXX,Home Office,PR,6481 Wishing Anchor Centre,725.0,5,Golf,18.28240585,-66.37050629,Pacific Asia,Tokio,Japón,11216,11/11/2015 7:58,21534,627,28.79000092,0.180000007,53838,39.99000168,0.100000001,4,159.9600067,131.1699982,13.11999989,Eastern Asia,Tokio,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/16/2015 7:58,Second Class,4.07,13445.717185817042,"府中市, 東京都, 日本"
515,PAYMENT,2,2,50.84000015,164.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4741,Smith,XXXXXXXXX,Home Office,PR,9731 Honey Fox Towers,725.0,5,Golf,18.23557282,-66.3706131,Pacific Asia,Bursa,Turquía,4741,10/25/2016 14:39,45461,502,36.0,0.180000007,113596,50.0,0.310000002,4,200.0,164.0,50.84000015,West Asia,Bursa,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/27/2016 14:39,Second Class,5.3,9170.695137774488,"Bursa, Osmangazi, Bursa, Marmara Bölgesi, 16230, Türkiye"
516,PAYMENT,6,2,-76.76999664,95.95999908,Late delivery,1,40,Accessories,Caguas,Puerto Rico,XXXXXXXXX,Martha,12160,Richmond,XXXXXXXXX,Home Office,PR,8013 Harvest Close,725.0,6,Outdoors,18.28954887,-66.37055206,Pacific Asia,Perth,Australia,12160,12/19/2015 15:58,24160,885,4.0,0.039999999,60432,24.98999977,-0.800000012,4,99.95999908,95.95999908,-76.76999664,Oceania,Australia Occidental,PENDING_PAYMENT,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,12/25/2015 15:58,Second Class,4.83,18474.066842138345,"Perth, City of Perth, Western Australia, 6000, Australia"
